Date;HomeTeam;AwayTeam;FTHG;FTAG;FTR;HTHG;HTAG;HTR;Referee;HS;AS;HST;AST;HF;AF;HC;AC;HY;AY;HR;AR
10/11/2023;Montpellier;Nice;0;0;D;0;0;D;;9;15;1;4;11;15;3;7;0;4;0;0
11/11/2023;Reims;Paris SG;0;3;A;0;1;A;;19;14;6;6;14;6;8;4;1;0;0;0
11/11/2023;Le Havre;Monaco;0;0;D;0;0;D;;9;10;5;4;10;18;2;4;2;3;0;0
12/11/2023;Clermont;Lorient;1;0;H;0;0;D;;17;10;6;3;15;10;5;4;3;2;0;0
12/11/2023;Lille;Toulouse;1;1;D;1;0;H;;13;2;6;1;12;16;11;1;3;4;0;0
12/11/2023;Metz;Nantes;3;1;H;2;1;H;;9;16;4;3;7;9;2;5;0;0;0;0
12/11/2023;Rennes;Lyon;0;1;A;0;0;D;;8;12;2;5;5;18;6;9;3;1;1;0
12/11/2023;Lens;Marseille;1;0;H;0;0;D;;14;8;3;2;19;15;4;5;2;2;0;0
24/11/2023;Paris SG;Monaco;5;2;H;2;1;H;;16;14;11;7;9;19;2;10;0;1;0;0
25/11/2023;Clermont;Lens;0;3;A;0;1;A;;13;16;4;10;16;17;2;4;2;3;1;1
25/11/2023;Strasbourg;Marseille;1;1;D;1;1;D;;15;16;7;3;14;16;7;11;1;2;0;0
26/11/2023;Nice;Toulouse;1;0;H;0;0;D;;8;19;3;3;9;19;4;2;0;4;0;0
26/11/2023;Lorient;Metz;2;3;A;2;1;H;;11;14;5;5;10;17;5;6;2;1;0;0
26/11/2023;Montpellier;Brest;1;3;A;0;1;A;;17;17;5;5;11;18;9;1;2;2;0;0
26/11/2023;Nantes;Le Havre;0;0;D;0;0;D;;19;6;3;0;10;17;10;5;1;2;0;1
26/11/2023;Rennes;Reims;3;1;H;1;1;D;;10;15;5;5;10;18;1;8;2;2;0;0
26/11/2023;Lyon;Lille;0;2;A;0;2;A;;11;15;5;8;17;5;3;5;2;2;0;0
29/11/2023;Montpellier;Clermont;1;1;D;0;1;A;;32;5;10;1;23;14;8;0;3;4;0;0
01/12/2023;Reims;Strasbourg;2;1;H;2;0;H;;13;10;4;3;7;7;4;5;1;1;0;0
02/12/2023;Lens;Lyon;3;2;H;1;1;D;;10;12;7;7;11;14;3;6;2;0;1;0
02/12/2023;Nantes;Nice;1;0;H;1;0;H;;13;13;4;6;15;18;5;6;3;0;0;0
03/12/2023;Le Havre;Paris SG;0;2;A;0;1;A;;22;9;7;5;11;9;9;2;2;1;0;1
03/12/2023;Brest;Clermont;3;0;H;2;0;H;;12;10;7;1;11;17;4;2;1;2;0;0
03/12/2023;Monaco;Montpellier;2;0;H;1;0;H;;27;9;9;4;15;13;8;2;2;3;0;1
03/12/2023;Toulouse;Lorient;1;1;D;0;0;D;;11;11;6;5;16;10;3;4;2;4;0;0
03/12/2023;Lille;Metz;2;0;H;2;0;H;;16;7;6;4;8;11;6;1;0;0;0;0
03/12/2023;Marseille;Rennes;2;0;H;1;0;H;;5;10;2;0;9;15;1;6;1;3;1;1
06/12/2023;Marseille;Lyon;3;0;H;2;0;H;;12;6;5;1;14;11;10;3;1;2;0;0
07/12/2023;Brest;Strasbourg;1;1;D;1;0;H;;13;9;3;5;11;18;6;0;1;0;0;0
08/12/2023;Montpellier;Lens;0;0;D;0;0;D;;18;13;4;5;16;11;4;3;2;3;0;0
09/12/2023;Rennes;Monaco;1;2;A;0;0;D;;15;12;5;5;9;22;5;5;3;6;0;1
09/12/2023;Paris SG;Nantes;2;1;H;1;0;H;;16;10;6;4;9;12;5;3;1;3;0;0
10/12/2023;Nice;Reims;2;1;H;0;0;D;;15;9;5;2;13;6;9;0;2;3;0;0
10/12/2023;Clermont;Lille;0;0;D;0;0;D;;16;12;5;3;18;9;3;6;2;2;0;0
10/12/2023;Metz;Brest;0;1;A;0;0;D;;6;4;3;3;14;16;3;2;3;2;0;0
10/12/2023;Strasbourg;Le Havre;2;1;H;1;0;H;;12;15;3;3;14;15;4;3;3;1;0;0
10/12/2023;Lyon;Toulouse;3;0;H;2;0;H;;15;16;7;6;15;15;2;1;2;3;0;0
10/12/2023;Lorient;Marseille;2;4;A;1;4;A;;15;18;9;8;17;17;4;6;5;3;0;1
15/12/2023;Monaco;Lyon;0;1;A;0;0;D;;19;5;4;2;13;12;6;1;1;2;0;0
16/12/2023;Le Havre;Nice;3;1;H;2;0;H;;9;13;5;6;13;9;2;9;3;2;1;1
16/12/2023;Lens;Reims;2;0;H;1;0;H;;7;14;2;3;9;10;4;7;0;1;0;0
17/12/2023;Nantes;Brest;0;2;A;0;0;D;;12;14;4;8;15;8;4;3;1;3;0;0
17/12/2023;Lorient;Strasbourg;1;2;A;0;1;A;;7;12;1;9;14;12;6;1;3;2;0;0
17/12/2023;Metz;Montpellier;0;1;A;0;1;A;;19;6;4;3;15;14;12;5;2;2;0;0
17/12/2023;Toulouse;Rennes;0;0;D;0;0;D;;15;11;6;4;17;14;4;4;3;2;0;0
17/12/2023;Marseille;Clermont;2;1;H;2;0;H;;15;5;6;2;12;14;4;1;0;3;0;0
17/12/2023;Lille;Paris SG;1;1;D;0;0;D;;15;10;3;2;9;19;8;8;1;1;0;0
20/12/2023;Brest;Lorient;4;0;H;4;0;H;;12;7;7;3;8;17;1;0;1;2;0;0
20/12/2023;Clermont;Rennes;1;3;A;1;0;H;;14;25;6;11;8;11;4;5;0;3;1;0
20/12/2023;Lyon;Nantes;1;0;H;0;0;D;;8;7;7;0;8;14;7;7;1;2;1;0
20/12/2023;Montpellier;Marseille;1;1;D;1;0;H;;12;17;6;4;21;13;5;10;2;1;0;0
20/12/2023;Nice;Lens;2;0;H;0;0;D;;14;10;5;3;14;11;5;6;2;2;0;0
20/12/2023;Paris SG;Metz;3;1;H;0;0;D;;13;3;5;1;6;9;5;5;0;1;0;0
20/12/2023;Reims;Le Havre;1;0;H;1;0;H;;22;4;7;1;7;6;6;2;1;1;0;1
20/12/2023;Strasbourg;Lille;2;1;H;1;1;D;;9;9;2;2;19;10;6;5;1;2;0;0
20/12/2023;Toulouse;Monaco;1;2;A;1;2;A;;20;12;5;4;17;10;4;5;2;3;0;1
12/01/2024;Marseille;Strasbourg;1;1;D;1;0;H;;8;18;2;4;11;10;6;4;3;2;0;0
13/01/2024;Monaco;Reims;1;3;A;0;1;A;;9;12;5;5;11;9;6;6;3;2;0;0
13/01/2024;Rennes;Nice;2;0;H;1;0;H;;15;9;5;2;13;11;6;6;1;0;0;0
14/01/2024;Lille;Lorient;3;0;H;1;0;H;;24;1;10;0;10;22;7;1;1;4;0;0
14/01/2024;Brest;Montpellier;2;0;H;0;0;D;;26;9;9;4;6;7;3;3;1;2;0;0
14/01/2024;Metz;Toulouse;0;1;A;0;1;A;;14;4;2;2;20;18;5;2;3;2;1;0
14/01/2024;Nantes;Clermont;1;2;A;0;1;A;;20;15;9;6;10;5;11;5;1;1;1;0
14/01/2024;Le Havre;Lyon;3;1;H;1;0;H;;14;9;7;2;15;4;3;7;1;0;0;2
14/01/2024;Lens;Paris SG;0;2;A;0;1;A;;17;15;5;7;10;8;5;6;0;1;1;0
26/01/2024;Lyon;Rennes;2;3;A;0;3;A;;12;11;6;5;15;12;3;2;2;2;0;0
27/01/2024;Nice;Metz;1;0;H;0;0;D;;15;2;9;1;10;13;5;2;1;1;0;0
27/01/2024;Marseille;Monaco;2;2;D;1;2;A;;22;6;9;5;11;12;10;1;1;3;0;2
28/01/2024;Montpellier;Lille;0;0;D;0;0;D;;12;12;7;0;13;16;5;2;4;3;0;1
28/01/2024;Clermont;Strasbourg;1;1;D;0;1;A;;14;6;6;2;12;16;5;2;1;3;0;0
28/01/2024;Lorient;Le Havre;3;3;D;1;1;D;;13;14;6;5;15;21;1;4;4;4;0;0
28/01/2024;Reims;Nantes;0;0;D;0;0;D;;10;7;1;5;8;16;6;2;3;2;0;0
28/01/2024;Toulouse;Lens;0;2;A;0;1;A;;13;13;4;5;11;14;10;7;3;3;0;0
28/01/2024;Paris SG;Brest;2;2;D;2;0;H;;10;9;4;6;12;10;7;0;5;3;1;0
02/02/2024;Strasbourg;Paris SG;1;2;A;0;1;A;;20;9;8;5;12;13;3;4;3;1;0;0
03/02/2024;Rennes;Montpellier;2;1;H;1;0;H;;9;17;3;9;17;12;5;3;4;3;0;0
03/02/2024;Nantes;Lens;0;1;A;0;0;D;;7;12;2;4;16;11;2;3;2;2;0;0
04/02/2024;Monaco;Le Havre;1;1;D;0;0;D;;17;3;5;0;16;11;9;4;3;2;0;0
04/02/2024;Lille;Clermont;4;0;H;4;0;H;;23;4;13;3;8;10;12;1;0;1;0;0
04/02/2024;Metz;Lorient;1;2;A;1;1;D;;10;12;3;4;12;13;4;3;3;1;0;0
04/02/2024;Reims;Toulouse;2;3;A;0;3;A;;17;9;5;4;13;16;10;6;2;3;0;0
04/02/2024;Brest;Nice;0;0;D;0;0;D;;17;13;2;1;12;12;3;5;3;1;0;0
04/02/2024;Lyon;Marseille;1;0;H;1;0;H;;12;8;7;1;14;10;3;2;2;1;0;0
09/02/2024;Marseille;Metz;1;1;D;0;0;D;;18;7;6;3;12;16;6;3;2;0;1;0
10/02/2024;Lens;Strasbourg;3;1;H;2;1;H;;10;19;6;5;14;14;4;5;2;1;0;0
10/02/2024;Paris SG;Lille;3;1;H;2;1;H;;16;10;8;3;12;10;6;8;2;3;0;0
11/02/2024;Le Havre;Rennes;0;1;A;0;0;D;;13;11;5;2;14;7;5;1;2;1;0;0
11/02/2024;Clermont;Brest;1;1;D;0;0;D;;7;15;2;9;12;13;2;4;2;4;1;1
11/02/2024;Lorient;Reims;2;0;H;0;0;D;;17;23;5;6;9;14;1;7;1;1;0;0
11/02/2024;Toulouse;Nantes;1;2;A;0;1;A;;16;5;3;2;10;13;12;0;2;1;0;0
11/02/2024;Montpellier;Lyon;1;2;A;1;0;H;;15;19;8;5;11;11;1;5;1;2;0;0
11/02/2024;Nice;Monaco;2;3;A;1;1;D;;15;9;5;5;17;14;8;2;5;4;1;0
16/02/2024;Lyon;Nice;1;0;H;1;0;H;;9;20;1;6;8;12;4;9;0;1;0;0
17/02/2024;Lille;Le Havre;3;0;H;2;0;H;;17;6;8;2;11;17;1;3;2;3;0;0
17/02/2024;Nantes;Paris SG;0;2;A;0;0;D;;12;12;7;2;10;12;3;8;1;0;0;0
18/02/2024;Strasbourg;Lorient;1;3;A;0;2;A;;18;13;4;6;13;12;9;4;3;1;1;0
18/02/2024;Monaco;Toulouse;1;2;A;0;1;A;;22;14;5;7;18;12;4;6;1;3;0;0
18/02/2024;Montpellier;Metz;3;0;H;1;0;H;;21;14;7;4;17;13;7;4;3;3;0;0
18/02/2024;Rennes;Clermont;3;1;H;1;0;H;;16;14;8;5;9;10;4;4;1;0;0;1
18/02/2024;Reims;Lens;1;1;D;1;1;D;;11;9;2;1;15;9;3;2;2;2;0;0
18/02/2024;Brest;Marseille;1;0;H;0;0;D;;15;9;5;2;14;9;6;4;3;1;1;0
23/02/2024;Metz;Lyon;1;2;A;1;1;D;;15;11;4;5;13;12;4;3;1;2;0;0
24/02/2024;Lorient;Nantes;0;1;A;0;0;D;;6;7;1;6;11;11;3;8;0;2;0;0
24/02/2024;Strasbourg;Brest;0;3;A;0;2;A;;6;15;2;8;21;10;0;4;3;0;0;0
25/02/2024;Lens;Monaco;2;3;A;1;2;A;;20;15;10;9;10;13;9;3;6;3;0;0
25/02/2024;Le Havre;Reims;1;2;A;0;0;D;;18;16;4;5;11;13;5;5;3;3;0;1
25/02/2024;Nice;Clermont;0;0;D;0;0;D;;23;13;4;5;8;12;8;1;2;1;0;0
25/02/2024;Toulouse;Lille;3;1;H;0;1;A;;14;12;4;2;20;10;6;8;2;0;0;0
25/02/2024;Paris SG;Rennes;1;1;D;0;1;A;;15;3;3;1;13;16;4;0;5;3;0;0
25/02/2024;Marseille;Montpellier;4;1;H;2;1;H;;16;9;6;4;8;12;7;4;2;4;0;0
01/03/2024;Monaco;Paris SG;0;0;D;0;0;D;;14;14;6;7;10;13;5;6;0;0;0;0
02/03/2024;Reims;Lille;0;1;A;0;0;D;;8;8;3;3;12;14;4;4;3;2;0;0
02/03/2024;Clermont;Marseille;1;5;A;0;1;A;;7;17;2;11;9;13;7;4;2;1;0;0
03/03/2024;Toulouse;Nice;2;1;H;0;1;A;;17;9;6;6;16;10;7;6;2;2;0;0
03/03/2024;Brest;Le Havre;1;0;H;1;0;H;;8;11;4;2;21;15;0;2;4;1;0;0
03/03/2024;Montpellier;Strasbourg;2;2;D;0;0;D;;21;12;7;4;12;17;8;4;1;3;0;0
03/03/2024;Nantes;Metz;0;2;A;0;0;D;;9;13;2;4;7;11;10;3;3;2;0;0
03/03/2024;Rennes;Lorient;1;2;A;0;0;D;;22;12;6;6;12;9;6;3;1;2;0;0
03/03/2024;Lyon;Lens;0;3;A;0;1;A;;13;18;4;8;5;15;2;4;0;2;1;0
08/03/2024;Nice;Montpellier;1;2;A;1;2;A;;19;7;5;2;13;11;8;5;1;2;0;0
09/03/2024;Lorient;Lyon;0;2;A;0;0;D;;9;13;0;6;10;7;4;7;0;0;0;0
09/03/2024;Lens;Brest;1;0;H;1;0;H;;6;9;2;3;13;10;2;4;1;2;0;0
10/03/2024;Paris SG;Reims;2;2;D;2;2;D;;19;8;6;3;10;12;7;2;2;2;0;0
10/03/2024;Le Havre;Toulouse;1;0;H;0;0;D;;12;5;4;0;12;17;3;3;1;1;0;0
10/03/2024;Metz;Clermont;1;0;H;1;0;H;;11;13;2;6;10;10;5;7;1;3;0;0
10/03/2024;Strasbourg;Monaco;0;1;A;0;0;D;;8;17;1;6;9;15;5;8;1;3;0;0
10/03/2024;Lille;Rennes;2;2;D;0;2;A;;15;11;8;3;17;20;6;3;5;2;0;0
10/03/2024;Marseille;Nantes;2;0;H;1;0;H;;12;10;4;3;11;16;2;8;2;3;0;0
15/03/2024;Toulouse;Lyon;2;3;A;0;1;A;;13;18;5;6;18;12;5;3;2;2;0;0
16/03/2024;Nantes;Strasbourg;1;3;A;1;1;D;;11;11;2;6;16;15;4;5;2;3;0;0
16/03/2024;Lens;Nice;1;3;A;0;1;A;;20;7;4;3;9;12;11;3;4;3;0;0
17/03/2024;Brest;Lille;1;1;D;0;0;D;;16;13;4;8;9;12;3;3;3;0;0;0
17/03/2024;Clermont;Le Havre;2;1;H;2;1;H;;9;14;4;5;13;17;3;5;3;5;1;1
17/03/2024;Monaco;Lorient;2;2;D;1;1;D;;23;11;8;6;21;8;10;8;3;1;1;1
17/03/2024;Reims;Metz;2;1;H;1;1;D;;17;12;7;4;17;10;7;7;4;4;0;0
17/03/2024;Rennes;Marseille;2;0;H;1;0;H;;7;8;4;1;9;12;4;5;1;3;0;0
17/03/2024;Montpellier;Paris SG;2;6;A;2;2;D;;12;16;7;9;9;13;7;4;0;3;0;0
29/03/2024;Lille;Lens;2;1;H;1;0;H;;15;9;6;3;13;17;5;5;3;3;0;0
30/03/2024;Metz;Monaco;2;5;A;0;3;A;;13;17;7;7;8;8;5;5;0;0;0;0
30/03/2024;Lyon;Reims;1;1;D;0;0;D;;16;17;3;5;7;10;7;8;2;3;0;0
31/03/2024;Lorient;Brest;0;1;A;0;0;D;;11;10;5;2;10;18;6;4;1;3;0;1
31/03/2024;Clermont;Toulouse;0;3;A;0;1;A;;15;11;5;5;15;12;12;3;3;1;0;0
31/03/2024;Le Havre;Montpellier;0;2;A;0;0;D;;14;14;3;5;10;12;6;6;2;2;0;0
31/03/2024;Nice;Nantes;1;2;A;0;1;A;;12;13;3;4;7;19;9;3;2;5;0;0
31/03/2024;Strasbourg;Rennes;2;0;H;0;0;D;;14;12;7;0;10;17;4;5;1;2;0;0
31/03/2024;Marseille;Paris SG;0;2;A;0;0;D;;22;8;10;3;10;8;5;3;0;4;0;1
05/04/2024;Lille;Marseille;3;1;H;0;0;D;;14;13;6;4;13;18;4;2;1;6;0;0
06/04/2024;Lens;Le Havre;1;1;D;0;0;D;;18;11;8;3;13;10;7;4;2;5;0;0
06/04/2024;Paris SG;Clermont;1;1;D;0;1;A;;23;6;7;3;11;7;17;2;1;0;0;0
07/04/2024;Brest;Metz;4;3;H;3;1;H;;24;8;10;6;11;17;8;5;0;1;0;0
07/04/2024;Montpellier;Lorient;2;0;H;0;0;D;;13;19;5;5;11;18;5;7;3;6;0;0
07/04/2024;Reims;Nice;0;0;D;0;0;D;;10;18;3;3;15;15;2;5;2;1;0;0
07/04/2024;Toulouse;Strasbourg;0;0;D;0;0;D;;11;8;2;1;16;17;4;3;2;0;0;0
07/04/2024;Monaco;Rennes;1;0;H;1;0;H;;16;12;5;7;16;17;6;3;3;1;1;1
07/04/2024;Nantes;Lyon;1;3;A;1;0;H;;14;19;6;10;8;14;5;5;2;2;0;0
12/04/2024;Metz;Lens;2;1;H;2;1;H;;11;17;5;2;11;17;5;2;2;5;0;0
13/04/2024;Strasbourg;Reims;3;1;H;1;1;D;;13;8;6;2;9;18;5;4;1;3;0;1
13/04/2024;Rennes;Toulouse;1;2;A;1;2;A;;19;10;4;3;20;18;8;4;3;3;0;0
14/04/2024;Le Havre;Nantes;0;1;A;0;0;D;;10;12;1;4;14;12;6;7;3;2;0;0
14/04/2024;Clermont;Montpellier;1;1;D;1;0;H;;10;14;2;6;12;14;3;4;1;1;0;0
14/04/2024;Lyon;Brest;4;3;H;1;0;H;;16;22;8;7;12;7;10;7;5;5;1;1
19/04/2024;Nice;Lorient;3;0;H;1;0;H;;19;9;10;4;11;7;2;3;0;2;0;0
20/04/2024;Nantes;Rennes;0;3;A;0;0;D;;6;14;4;5;16;11;3;7;1;4;0;0
20/04/2024;Lens;Clermont;1;0;H;1;0;H;;17;8;4;1;17;17;4;3;1;4;0;0
21/04/2024;Le Havre;Metz;0;1;A;0;0;D;;16;9;4;2;9;19;4;2;2;3;0;0
21/04/2024;Lille;Strasbourg;1;0;H;1;0;H;;6;8;2;2;11;19;4;4;2;3;0;0
21/04/2024;Reims;Montpellier;1;2;A;0;1;A;;22;12;4;5;15;10;8;4;3;3;0;0
21/04/2024;Brest;Monaco;0;2;A;0;1;A;;12;8;2;3;8;9;7;4;5;2;0;2
21/04/2024;Toulouse;Marseille;2;2;D;1;1;D;;10;11;3;3;11;13;7;4;1;2;0;0
21/04/2024;Paris SG;Lyon;4;1;H;4;1;H;;14;16;6;6;9;10;4;10;0;0;0;0
24/04/2024;Lorient;Paris SG;1;4;A;0;2;A;;11;15;6;7;8;7;3;6;1;1;0;0
24/04/2024;Marseille;Nice;2;2;D;1;1;D;;11;10;4;4;10;14;3;2;2;3;1;0
24/04/2024;Monaco;Lille;1;0;H;0;0;D;;19;13;7;4;9;9;7;5;1;2;0;0
26/04/2024;Montpellier;Nantes;1;1;D;1;1;D;;8;15;1;5;11;14;3;6;2;1;2;0
27/04/2024;Paris SG;Le Havre;3;3;D;1;2;A;;17;6;4;4;10;8;11;2;2;1;0;0
28/04/2024;Metz;Lille;1;2;A;1;2;A;;5;14;2;4;15;12;2;4;1;2;0;0
28/04/2024;Clermont;Reims;4;1;H;1;1;D;;12;10;6;3;9;12;5;5;0;3;0;1
28/04/2024;Lorient;Toulouse;1;2;A;1;0;H;;15;14;5;5;14;17;5;1;1;3;0;0
28/04/2024;Strasbourg;Nice;1;3;A;1;1;D;;13;8;5;4;11;14;2;3;2;3;0;0
28/04/2024;Rennes;Brest;4;5;A;2;1;H;;21;10;7;5;14;15;7;4;4;1;0;0
28/04/2024;Lyon;Monaco;3;2;H;2;1;H;;15;13;4;5;15;14;3;3;1;3;0;0
28/04/2024;Marseille;Lens;2;1;H;1;0;H;;13;18;6;5;8;12;3;11;2;2;0;0
03/05/2024;Toulouse;Montpellier;1;2;A;1;1;D;;15;5;5;3;17;14;8;0;3;4;1;1
03/05/2024;Lens;Lorient;2;0;H;0;0;D;;18;11;6;5;10;14;4;4;1;2;0;0
04/05/2024;Le Havre;Strasbourg;3;1;H;1;0;H;;15;5;7;3;6;13;3;2;3;1;0;0
04/05/2024;Monaco;Clermont;4;1;H;2;1;H;;23;9;8;1;13;12;4;4;3;1;0;0
04/05/2024;Metz;Rennes;2;3;A;2;1;H;;7;21;4;9;15;14;2;5;2;3;1;0
04/05/2024;Brest;Nantes;0;0;D;0;0;D;;9;9;2;1;6;14;6;0;3;2;0;0
06/05/2024;Lille;Lyon;3;4;A;2;0;H;;8;11;5;7;14;14;4;4;3;1;0;0
10/05/2024;Brest;Reims;1;1;D;1;1;D;;16;8;5;2;12;12;3;4;2;3;0;0
10/05/2024;Nice;Le Havre;1;0;H;1;0;H;;13;12;6;3;10;9;6;1;2;0;0;0
12/05/2024;Clermont;Lyon;0;1;A;0;0;D;;18;6;5;2;8;12;7;2;1;2;0;0
12/05/2024;Marseille;Lorient;3;1;H;2;1;H;;13;14;4;3;9;6;9;5;3;4;0;0
12/05/2024;Montpellier;Monaco;0;2;A;0;0;D;;14;19;3;9;20;10;3;3;1;1;0;0
12/05/2024;Nantes;Lille;1;2;A;0;2;A;;9;12;5;3;17;7;5;4;4;2;0;0
12/05/2024;Paris SG;Toulouse;1;3;A;1;1;D;;15;18;3;5;12;8;4;6;0;0;0;0
12/05/2024;Rennes;Lens;1;1;D;0;0;D;;16;8;6;4;12;14;4;3;2;3;0;0
12/05/2024;Strasbourg;Metz;2;1;H;0;0;D;;10;11;2;2;10;10;3;6;2;2;0;0
15/05/2024;Nice;Paris SG;1;2;A;1;2;A;;12;11;4;4;13;10;7;2;1;3;1;0
15/05/2024;Reims;Marseille;1;0;H;1;0;H;;10;19;3;3;17;9;3;10;3;1;0;0
19/05/2024;Le Havre;Marseille;1;2;A;0;0;D;;13;22;6;7;11;11;5;3;1;0;0;0
19/05/2024;Lens;Montpellier;2;2;D;2;0;H;;27;11;13;2;10;13;1;0;0;1;0;0
19/05/2024;Lille;Nice;2;2;D;0;1;A;;12;10;3;4;9;9;3;5;3;3;1;0
19/05/2024;Lorient;Clermont;5;0;H;2;0;H;;32;9;10;4;20;8;9;2;3;3;0;0
19/05/2024;Lyon;Strasbourg;2;1;H;1;0;H;;15;10;6;4;7;10;7;2;1;0;0;0
19/05/2024;Metz;Paris SG;0;2;A;0;2;A;;10;20;2;8;6;9;1;11;2;1;0;0
19/05/2024;Monaco;Nantes;4;0;H;3;0;H;;10;6;6;3;14;23;2;2;1;2;0;0
19/05/2024;Reims;Rennes;2;1;H;0;0;D;;6;15;4;5;11;17;2;4;1;1;0;0
19/05/2024;Toulouse;Brest;0;3;A;0;0;D;;8;12;2;6;12;17;6;2;1;2;0;0
16/08/2024;Le Havre;Paris SG;1;4;A;0;1;A;;5;14;2;9;9;9;2;8;3;0;0;0
17/08/2024;Brest;Marseille;1;5;A;1;3;A;;7;7;5;5;10;8;5;0;4;1;0;0
17/08/2024;Reims;Lille;0;2;A;0;1;A;;2;21;0;6;6;13;0;8;2;2;1;0
17/08/2024;Monaco;St Etienne;1;0;H;1;0;H;;13;7;6;4;13;14;5;4;1;1;0;0
18/08/2024;Auxerre;Nice;2;1;H;1;1;D;;16;9;7;2;11;17;3;5;0;0;0;0
18/08/2024;Angers;Lens;0;1;A;0;1;A;;4;10;3;5;6;10;7;3;1;0;0;0
18/08/2024;Montpellier;Strasbourg;1;1;D;0;0;D;;7;11;5;4;20;18;6;4;4;3;0;0
18/08/2024;Toulouse;Nantes;0;0;D;0;0;D;;7;6;3;2;10;8;10;5;1;3;0;0
18/08/2024;Rennes;Lyon;3;0;H;2;0;H;;22;16;8;2;13;12;7;7;2;1;0;0
23/08/2024;Paris SG;Montpellier;6;0;H;2;0;H;;21;6;10;3;9;16;10;2;1;4;0;0
24/08/2024;Lyon;Monaco;0;2;A;0;0;D;;2;15;1;4;10;7;0;6;0;0;0;1
24/08/2024;Lille;Angers;2;0;H;1;0;H;;11;5;6;2;9;17;3;2;1;2;0;0
24/08/2024;St Etienne;Le Havre;0;2;A;0;0;D;;18;14;5;5;11;9;2;4;3;3;0;0
25/08/2024;Lens;Brest;2;0;H;2;0;H;;22;10;11;2;8;6;5;2;0;0;1;0
25/08/2024;Nantes;Auxerre;2;0;H;1;0;H;;8;10;6;3;9;6;3;12;0;0;0;1
25/08/2024;Nice;Toulouse;1;1;D;0;0;D;;10;15;4;3;11;21;4;4;4;1;0;0
25/08/2024;Strasbourg;Rennes;3;1;H;1;0;H;;9;13;5;5;7;19;2;5;2;4;0;0
25/08/2024;Marseille;Reims;2;2;D;1;0;H;;16;12;10;3;10;13;2;4;1;1;0;0
30/08/2024;Lyon;Strasbourg;4;3;H;1;1;D;;22;14;13;7;10;6;9;2;3;2;0;0
31/08/2024;Brest;St Etienne;4;0;H;2;0;H;;17;3;7;0;12;28;7;2;0;5;0;0
31/08/2024;Montpellier;Nantes;1;3;A;1;2;A;;11;10;5;5;11;13;8;3;2;2;0;0
31/08/2024;Toulouse;Marseille;1;3;A;0;2;A;;4;11;2;5;10;12;2;3;4;2;1;0
01/09/2024;Monaco;Lens;1;1;D;0;0;D;;14;12;3;4;11;21;7;7;1;4;0;0
01/09/2024;Angers;Nice;1;4;A;0;2;A;;12;12;7;9;14;13;4;7;6;4;0;1
01/09/2024;Le Havre;Auxerre;3;1;H;1;1;D;;21;7;8;2;10;15;2;2;1;5;0;1
01/09/2024;Reims;Rennes;2;1;H;1;1;D;;11;13;7;5;9;12;3;5;2;1;0;0
01/09/2024;Lille;Paris SG;1;3;A;0;2;A;;10;10;4;7;7;5;3;1;3;2;0;0
13/09/2024;St Etienne;Lille;1;0;H;1;0;H;;10;17;5;4;12;10;2;7;1;1;0;0
14/09/2024;Marseille;Nice;2;0;H;1;0;H;;10;12;5;4;18;4;1;2;5;2;1;0
14/09/2024;Auxerre;Monaco;0;3;A;0;2;A;;13;19;3;9;13;16;1;6;3;0;0;0
14/09/2024;Paris SG;Brest;3;1;H;1;1;D;;22;5;9;3;7;13;9;1;2;3;0;0
15/09/2024;Rennes;Montpellier;3;0;H;2;0;H;;11;12;6;4;10;7;3;4;1;3;0;0
15/09/2024;Nantes;Reims;1;2;A;1;1;D;;18;11;6;4;14;5;6;3;3;1;0;0
15/09/2024;Strasbourg;Angers;1;1;D;1;0;H;;10;12;5;2;11;14;6;9;4;1;0;0
15/09/2024;Toulouse;Le Havre;2;0;H;0;0;D;;15;5;7;3;10;11;6;5;1;1;0;0
15/09/2024;Lens;Lyon;0;0;D;0;0;D;;12;8;5;3;12;11;5;8;0;0;0;0
20/09/2024;Nice;St Etienne;8;0;H;6;0;H;;18;8;12;2;7;13;3;2;0;1;0;0
21/09/2024;Lille;Strasbourg;3;3;D;2;2;D;;15;12;7;9;16;12;9;5;2;2;0;0
21/09/2024;Rennes;Lens;1;1;D;1;0;H;;11;10;6;2;16;20;4;3;2;4;0;0
21/09/2024;Reims;Paris SG;1;1;D;1;0;H;;8;11;1;4;11;6;3;5;2;1;0;0
22/09/2024;Monaco;Le Havre;3;1;H;1;1;D;;14;9;4;2;10;17;6;4;1;3;0;0
22/09/2024;Angers;Nantes;1;1;D;1;1;D;;4;9;1;3;13;16;3;6;1;4;0;0
22/09/2024;Brest;Toulouse;2;0;H;1;0;H;;9;10;5;1;15;18;4;3;1;1;0;0
22/09/2024;Montpellier;Auxerre;3;2;H;0;1;A;;14;11;5;6;13;20;11;5;3;4;0;0
22/09/2024;Lyon;Marseille;2;3;A;0;0;D;;18;6;9;5;13;7;10;3;4;3;0;1
27/09/2024;Auxerre;Brest;3;0;H;2;0;H;;15;8;4;4;13;16;2;3;2;0;0;0
27/09/2024;Paris SG;Rennes;3;1;H;1;0;H;;22;13;7;5;9;11;6;4;1;3;0;0
28/09/2024;Lens;Nice;0;0;D;0;0;D;;22;15;7;4;16;7;11;4;4;2;1;0
