Date;HomeTeam;AwayTeam;FTHG;FTAG;FTR;HTHG;HTAG;HTR;Referee;HS;AS;HST;AST;HF;AF;HC;AC;HY;AY;HR;AR
28/04/2019;St Etienne;Toulouse;2;0;H;2;0;H;;14;12;7;3;17;15;5;6;1;2;0;0
30/04/2019;Montpellier;Paris SG;3;2;H;1;1;D;;15;8;9;3;17;15;9;3;3;4;0;0
01/05/2019;Rennes;Monaco;2;2;D;2;0;H;;10;16;4;5;13;12;5;9;2;2;0;0
03/05/2019;Strasbourg;Marseille;1;1;D;0;0;D;;7;13;4;2;12;15;0;4;1;2;0;0
04/05/2019;Bordeaux;Angers;0;1;A;0;1;A;;10;9;2;1;17;14;5;1;2;0;0;0
04/05/2019;Guingamp;Caen;0;0;D;0;0;D;;10;1;1;0;24;14;5;0;1;4;0;0
04/05/2019;Paris SG;Nice;1;1;D;0;0;D;;17;8;5;2;15;14;9;1;2;3;0;0
04/05/2019;Reims;Nimes;0;3;A;0;2;A;;8;15;2;5;17;7;3;5;3;2;0;0
05/05/2019;Lyon;Lille;2;2;D;1;0;H;;20;13;8;6;13;18;5;4;0;2;0;0
05/05/2019;Monaco;St Etienne;2;3;A;1;0;H;;13;8;5;3;12;16;2;8;3;5;0;0
05/05/2019;Montpellier;Amiens;1;1;D;0;0;D;;13;4;4;1;14;22;5;0;1;2;0;0
05/05/2019;Nantes;Dijon;3;0;H;0;0;D;;22;8;5;3;9;13;3;2;0;2;0;1
05/05/2019;Toulouse;Rennes;2;2;D;1;1;D;;19;11;4;3;20;15;6;6;3;3;0;0
10/05/2019;St Etienne;Montpellier;0;1;A;0;0;D;;16;11;5;4;11;18;11;1;3;4;1;1
11/05/2019;Amiens;Toulouse;0;0;D;0;0;D;;19;7;3;2;13;21;3;3;2;4;0;0
11/05/2019;Angers;Paris SG;1;2;A;0;1;A;;14;9;4;4;27;18;2;3;0;0;0;1
11/05/2019;Caen;Reims;3;2;H;3;1;H;;14;15;10;4;7;19;4;9;1;2;0;0
11/05/2019;Dijon;Strasbourg;2;1;H;1;0;H;;13;17;6;8;12;13;2;7;1;1;0;0
11/05/2019;Nice;Nantes;1;1;D;0;1;A;;8;13;2;3;13;13;4;1;2;3;0;0
11/05/2019;Nimes;Monaco;1;0;H;1;0;H;;12;12;4;5;19;19;5;9;1;4;0;0
12/05/2019;Lille;Bordeaux;1;0;H;1;0;H;;6;5;4;1;6;12;3;4;2;4;0;1
12/05/2019;Marseille;Lyon;0;3;A;0;1;A;;17;15;6;5;16;11;4;1;3;1;1;0
12/05/2019;Rennes;Guingamp;1;1;D;1;0;H;;7;23;4;9;12;12;6;8;3;1;1;0
18/05/2019;Bordeaux;Reims;0;1;A;0;1;A;;13;9;4;2;11;15;10;0;0;1;0;0
18/05/2019;Guingamp;Nimes;2;2;D;2;0;H;;18;21;9;4;17;12;5;5;2;2;0;0
18/05/2019;Lille;Angers;5;0;H;2;0;H;;18;13;12;3;13;12;3;6;1;3;0;0
18/05/2019;Lyon;Caen;4;0;H;0;0;D;;16;7;8;2;10;11;4;4;3;1;0;0
18/05/2019;Monaco;Amiens;2;0;H;1;0;H;;10;9;3;3;22;13;4;5;5;2;0;0
18/05/2019;Montpellier;Nantes;1;1;D;0;1;A;;16;10;2;2;13;11;4;3;0;3;0;0
18/05/2019;Paris SG;Dijon;4;0;H;3;0;H;;17;13;7;3;13;4;2;5;1;1;0;0
18/05/2019;St Etienne;Nice;3;0;H;1;0;H;;11;19;5;5;17;14;2;9;0;3;0;0
18/05/2019;Strasbourg;Rennes;0;2;A;0;1;A;;19;11;6;6;10;14;11;1;1;2;0;0
18/05/2019;Toulouse;Marseille;2;5;A;1;1;D;;19;21;5;8;4;11;5;9;1;2;0;0
24/05/2019;Amiens;Guingamp;2;1;H;1;0;H;;19;16;9;4;7;15;3;3;0;0;0;0
24/05/2019;Angers;St Etienne;1;1;D;0;0;D;;14;15;5;4;12;4;7;8;1;1;0;0
24/05/2019;Caen;Bordeaux;0;1;A;0;1;A;;14;12;1;5;21;22;6;3;1;1;0;0
24/05/2019;Dijon;Toulouse;2;1;H;0;1;A;;12;13;6;3;9;11;4;5;2;2;0;0
24/05/2019;Marseille;Montpellier;1;0;H;0;0;D;;10;14;3;4;12;9;7;13;2;0;1;0
24/05/2019;Nantes;Strasbourg;0;1;A;0;0;D;;21;5;1;1;7;8;4;4;2;1;0;0
24/05/2019;Nice;Monaco;2;0;H;1;0;H;;8;11;2;4;13;10;3;4;2;3;0;0
24/05/2019;Nimes;Lyon;2;3;A;2;1;H;;17;19;8;8;8;8;11;9;1;1;0;0
24/05/2019;Reims;Paris SG;3;1;H;1;0;H;;10;13;6;2;14;8;4;5;2;1;0;0
24/05/2019;Rennes;Lille;3;1;H;1;1;D;;13;14;8;7;10;10;4;7;1;2;0;1
09/08/2019;Monaco;Lyon;0;3;A;0;2;A;;7;13;1;3;10;17;2;5;2;2;1;0
10/08/2019;Marseille;Reims;0;2;A;0;0;D;;10;8;2;5;18;8;5;3;1;0;0;0
10/08/2019;Angers;Bordeaux;3;1;H;3;1;H;;14;8;4;3;11;15;4;3;2;1;0;0
10/08/2019;Brest;Toulouse;1;1;D;1;0;H;;16;13;5;3;11;14;4;7;0;0;0;0
10/08/2019;Dijon;St Etienne;1;2;A;1;2;A;;15;12;7;4;17;10;12;5;0;2;0;0
10/08/2019;Montpellier;Rennes;0;1;A;0;1;A;;24;9;5;3;20;19;7;1;3;3;0;1
10/08/2019;Nice;Amiens;2;1;H;1;0;H;;17;8;6;2;10;8;7;3;3;4;0;1
11/08/2019;Lille;Nantes;2;1;H;1;0;H;;13;13;3;3;13;17;5;11;2;4;0;0
11/08/2019;Strasbourg;Metz;1;1;D;1;0;H;;13;7;2;3;6;12;3;4;0;1;0;0
11/08/2019;Paris SG;Nimes;3;0;H;1;0;H;;12;5;5;1;17;8;2;6;2;0;0;0
16/08/2019;Lyon;Angers;6;0;H;3;0;H;;11;10;9;3;7;14;2;5;1;2;0;0
17/08/2019;Nantes;Marseille;0;0;D;0;0;D;;13;9;6;2;16;18;7;3;0;3;0;0
17/08/2019;Amiens;Lille;1;0;H;0;0;D;;8;10;3;1;13;7;3;10;1;1;0;1
17/08/2019;Bordeaux;Montpellier;1;1;D;0;1;A;;13;10;4;4;15;21;3;5;2;1;0;0
17/08/2019;Metz;Monaco;3;0;H;1;0;H;;18;12;10;6;16;7;6;4;1;2;0;1
17/08/2019;Nimes;Nice;1;2;A;1;2;A;;18;6;5;3;21;12;2;1;5;5;2;1
17/08/2019;Toulouse;Dijon;1;0;H;0;0;D;;18;18;7;5;11;5;7;5;2;0;0;0
18/08/2019;St Etienne;Brest;1;1;D;0;1;A;;19;9;5;4;16;8;4;2;1;2;0;0
18/08/2019;Reims;Strasbourg;0;0;D;0;0;D;;11;4;1;1;18;19;2;4;2;0;0;0
18/08/2019;Rennes;Paris SG;2;1;H;1;1;D;;11;9;4;2;15;19;4;7;1;5;0;0
24/08/2019;Amiens;Nantes;1;2;A;0;0;D;;3;25;1;6;9;13;2;5;1;1;1;0
24/08/2019;Angers;Metz;3;0;H;2;0;H;;15;4;5;2;15;8;2;1;1;2;0;0
24/08/2019;Brest;Reims;1;0;H;0;0;D;;8;10;4;2;18;14;6;5;1;1;0;0
24/08/2019;Dijon;Bordeaux;0;2;A;0;1;A;;10;10;1;3;12;18;3;7;0;2;0;0
25/08/2019;Monaco;Nimes;2;2;D;2;0;H;;16;14;6;4;14;17;6;7;2;1;1;0
25/08/2019;Strasbourg;Rennes;0;2;A;0;1;A;;19;7;3;4;13;13;6;0;4;2;1;0
25/08/2019;Paris SG;Toulouse;4;0;H;0;0;D;;21;3;11;0;8;13;12;1;0;1;0;0
27/08/2019;Montpellier;Lyon;1;0;H;1;0;H;;19;14;5;4;14;11;8;2;2;4;0;1
28/08/2019;Lille;St Etienne;3;0;H;1;0;H;;16;9;7;4;9;12;3;3;0;0;0;0
28/08/2019;Nice;Marseille;1;2;A;0;1;A;;12;12;3;5;7;13;4;3;1;1;0;0
30/08/2019;Metz;Paris SG;0;2;A;0;2;A;;7;10;2;4;11;13;4;7;1;0;0;0
31/08/2019;Lyon;Bordeaux;1;1;D;1;0;H;;10;18;3;6;12;14;4;5;4;3;1;0
31/08/2019;Angers;Dijon;2;0;H;0;0;D;;12;5;3;2;11;17;5;3;0;2;0;0
31/08/2019;Nantes;Montpellier;1;0;H;0;0;D;;14;8;7;1;14;12;6;2;2;2;0;0
31/08/2019;Nimes;Brest;3;0;H;2;0;H;;21;7;8;3;11;17;8;2;3;4;0;0
31/08/2019;Toulouse;Amiens;2;0;H;0;0;D;;13;10;4;1;15;8;4;3;0;1;0;0
01/09/2019;Reims;Lille;2;0;H;0;0;D;;12;11;5;3;19;15;5;1;3;2;0;1
01/09/2019;Rennes;Nice;1;2;A;1;0;H;;11;11;3;7;13;13;8;6;2;3;0;0
01/09/2019;Strasbourg;Monaco;2;2;D;1;2;A;;14;16;5;6;14;17;6;4;4;3;0;0
01/09/2019;Marseille;St Etienne;1;0;H;1;0;H;;9;12;2;3;16;7;5;6;5;2;0;0
13/09/2019;Lille;Angers;2;1;H;1;0;H;;13;8;4;4;3;16;4;4;1;2;0;0
13/09/2019;Amiens;Lyon;2;2;D;1;2;A;;11;12;2;6;12;14;4;1;3;2;0;0
14/09/2019;Paris SG;Strasbourg;1;0;H;0;0;D;;16;6;7;3;12;12;5;2;2;2;0;0
14/09/2019;Bordeaux;Metz;2;0;H;2;0;H;;15;15;6;3;18;15;4;6;2;2;0;0
14/09/2019;Brest;Rennes;0;0;D;0;0;D;;10;9;2;2;10;12;2;4;2;2;0;0
14/09/2019;Dijon;Nimes;0;0;D;0;0;D;;16;7;2;3;14;11;6;0;3;1;0;0
14/09/2019;Montpellier;Nice;2;1;H;1;1;D;;17;13;8;5;17;11;8;1;2;2;0;0
15/09/2019;Nantes;Reims;1;0;H;0;0;D;;8;9;4;1;18;15;7;5;1;3;0;0
15/09/2019;St Etienne;Toulouse;2;2;D;1;2;A;;14;10;4;7;15;13;9;7;3;0;0;0
15/09/2019;Monaco;Marseille;3;4;A;2;2;D;;12;13;8;6;9;14;6;4;3;3;0;0
20/09/2019;Strasbourg;Nantes;2;1;H;0;1;A;;17;10;5;3;11;16;9;2;2;2;0;0
21/09/2019;Marseille;Montpellier;1;1;D;0;1;A;;24;3;5;2;11;17;15;1;4;3;2;1
21/09/2019;Bordeaux;Brest;2;2;D;1;2;A;;18;13;5;3;9;11;5;9;4;3;0;0
21/09/2019;Metz;Amiens;1;2;A;0;1;A;;13;9;4;5;13;12;4;6;1;1;0;0
21/09/2019;Nice;Dijon;2;1;H;1;1;D;;16;13;6;7;7;13;6;3;2;3;0;0
21/09/2019;Nimes;Toulouse;1;0;H;1;0;H;;19;9;4;2;14;11;5;7;1;3;0;1
21/09/2019;Reims;Monaco;0;0;D;0;0;D;;16;12;4;4;16;10;6;3;0;2;0;0
22/09/2019;Rennes;Lille;1;1;D;0;0;D;;11;15;3;6;14;11;4;8;2;1;0;0
22/09/2019;Angers;St Etienne;4;1;H;0;1;A;;14;6;5;2;13;12;5;4;1;1;0;0
22/09/2019;Lyon;Paris SG;0;1;A;0;0;D;;12;21;0;7;8;6;2;11;1;1;0;0
24/09/2019;Dijon;Marseille;0;0;D;0;0;D;;18;9;6;2;9;14;8;3;3;3;0;0
24/09/2019;Monaco;Nice;3;1;H;1;0;H;;17;10;5;3;10;14;5;7;2;3;0;0
25/09/2019;Amiens;Bordeaux;1;3;A;1;2;A;;11;15;3;6;15;13;3;3;2;2;0;0
25/09/2019;Brest;Lyon;2;2;D;1;1;D;;13;11;5;5;9;10;2;6;0;0;0;0
25/09/2019;Lille;Strasbourg;2;0;H;1;0;H;;12;5;5;1;7;12;4;2;0;1;0;0
25/09/2019;Montpellier;Nimes;1;0;H;1;0;H;;12;15;4;3;14;19;4;8;3;4;0;0
25/09/2019;Nantes;Rennes;1;0;H;0;0;D;;8;6;2;2;16;17;2;4;2;4;0;0
25/09/2019;St Etienne;Metz;0;1;A;0;1;A;;15;12;3;1;12;12;8;5;4;2;0;0
25/09/2019;Toulouse;Angers;0;2;A;0;0;D;;6;22;1;6;15;12;5;11;1;0;0;0
25/09/2019;Paris SG;Reims;0;2;A;0;1;A;;12;13;3;2;10;11;6;6;1;2;0;0
28/09/2019;Lyon;Nantes;0;1;A;0;0;D;;14;11;7;2;10;10;7;8;2;2;0;0
28/09/2019;Bordeaux;Paris SG;0;1;A;0;0;D;;4;21;1;7;10;13;0;9;0;3;0;0
28/09/2019;Angers;Amiens;1;1;D;0;1;A;;23;8;6;4;10;13;10;2;1;0;0;0
28/09/2019;Metz;Toulouse;2;2;D;1;0;H;;13;15;3;6;10;17;3;6;1;1;0;0
28/09/2019;Monaco;Brest;4;1;H;1;0;H;;21;5;13;1;7;15;7;1;1;2;0;0
28/09/2019;Nice;Lille;1;1;D;1;1;D;;12;11;5;6;8;14;6;5;2;2;0;0
28/09/2019;Reims;Dijon;1;2;A;1;1;D;;18;11;2;4;8;21;5;4;1;2;0;0
29/09/2019;Strasbourg;Montpellier;1;0;H;1;0;H;;8;11;3;3;18;13;1;6;4;2;0;0
29/09/2019;Nimes;St Etienne;0;1;A;0;0;D;;22;6;8;4;12;15;13;5;1;4;0;1
29/09/2019;Marseille;Rennes;1;1;D;0;1;A;;17;12;5;2;18;13;7;4;4;0;0;0
04/10/2019;Amiens;Marseille;3;1;H;2;1;H;;11;13;5;4;16;15;3;7;1;3;0;0
05/10/2019;Paris SG;Angers;4;0;H;2;0;H;;15;10;8;2;12;11;6;1;3;1;0;0
05/10/2019;Brest;Metz;2;0;H;2;0;H;;7;12;3;4;12;15;2;9;2;1;0;0
05/10/2019;Dijon;Strasbourg;1;0;H;1;0;H;;8;15;3;2;7;14;6;7;3;3;0;0
05/10/2019;Montpellier;Monaco;3;1;H;2;0;H;;17;14;10;4;18;11;6;8;1;2;0;1
05/10/2019;Nantes;Nice;1;0;H;0;0;D;;14;6;5;2;14;7;6;1;1;2;0;0
05/10/2019;Toulouse;Bordeaux;1;3;A;0;2;A;;15;10;4;4;16;16;5;4;4;2;0;0
06/10/2019;Lille;Nimes;2;2;D;1;1;D;;18;14;7;4;19;10;8;6;3;1;0;0
06/10/2019;Rennes;Reims;0;1;A;0;0;D;;18;13;3;7;13;19;5;3;1;3;0;0
06/10/2019;St Etienne;Lyon;1;0;H;0;0;D;;6;6;4;2;13;18;5;1;1;2;0;0
18/10/2019;Nice;Paris SG;1;4;A;0;2;A;;10;24;2;10;12;15;1;13;3;2;2;0
19/10/2019;Lyon;Dijon;0;0;D;0;0;D;;24;6;10;1;12;11;8;1;0;0;0;0
19/10/2019;Angers;Brest;0;1;A;0;0;D;;29;6;6;1;10;11;13;3;1;0;0;0
19/10/2019;Metz;Nantes;1;0;H;0;0;D;;10;9;2;2;16;13;3;3;2;1;0;1
19/10/2019;Nimes;Amiens;1;1;D;1;0;H;;11;13;3;5;11;15;1;11;2;4;0;0
19/10/2019;Reims;Montpellier;1;0;H;1;0;H;;12;9;5;0;19;11;4;8;2;0;0;0
19/10/2019;Toulouse;Lille;2;1;H;0;0;D;;17;9;6;2;15;11;3;4;2;4;0;0
20/10/2019;Bordeaux;St Etienne;0;1;A;0;0;D;;12;6;6;3;7;18;8;5;0;3;0;0
20/10/2019;Monaco;Rennes;3;2;H;1;1;D;;14;10;5;3;15;15;3;3;2;3;0;0
20/10/2019;Marseille;Strasbourg;2;0;H;1;0;H;;11;10;6;2;13;15;5;7;3;2;0;0
25/10/2019;Nantes;Monaco;0;1;A;0;1;A;;15;7;4;2;9;13;5;3;2;2;0;0
26/10/2019;Lille;Bordeaux;3;0;H;1;0;H;;11;5;3;1;17;18;3;3;0;2;0;0
26/10/2019;Brest;Dijon;2;0;H;0;0;D;;15;14;7;5;10;8;9;5;0;0;1;0
26/10/2019;Lyon;Metz;2;0;H;2;0;H;;18;16;7;3;12;9;7;2;1;2;0;0
26/10/2019;Montpellier;Angers;0;0;D;0;0;D;;14;13;3;6;14;12;5;2;2;3;0;0
26/10/2019;Reims;Nimes;0;0;D;0;0;D;;10;7;3;1;15;13;4;6;3;1;0;0
26/10/2019;Strasbourg;Nice;1;0;H;1;0;H;;20;9;6;5;22;12;4;7;1;3;0;1
27/10/2019;Rennes;Toulouse;3;2;H;2;1;H;;14;15;6;5;18;20;7;5;1;2;0;0
27/10/2019;St Etienne;Amiens;2;2;D;1;0;H;;15;11;1;5;17;17;5;4;2;3;0;0
27/10/2019;Paris SG;Marseille;4;0;H;4;0;H;;11;5;7;1;10;6;5;3;2;1;0;0
01/11/2019;Dijon;Paris SG;2;1;H;1;1;D;;10;20;6;4;12;9;3;6;3;2;0;0
02/11/2019;Marseille;Lille;2;1;H;0;0;D;;11;6;1;2;13;15;4;4;1;3;0;0
02/11/2019;Amiens;Brest;1;0;H;1;0;H;;6;14;2;3;12;11;3;9;3;1;0;0
02/11/2019;Angers;Strasbourg;1;0;H;1;0;H;;9;8;5;3;13;20;4;8;1;1;0;0
02/11/2019;Metz;Montpellier;2;2;D;1;0;H;;11;12;4;4;12;19;5;3;1;2;0;0
02/11/2019;Toulouse;Lyon;2;3;A;1;1;D;;12;21;5;8;10;4;5;5;3;0;0;0
03/11/2019;Bordeaux;Nantes;2;0;H;1;0;H;;10;9;7;2;18;17;6;9;4;3;0;0
03/11/2019;Nice;Reims;2;0;H;2;0;H;;12;11;6;3;11;17;5;4;1;3;0;1
03/11/2019;St Etienne;Monaco;1;0;H;0;0;D;;12;11;5;2;13;10;2;1;1;1;0;1
08/11/2019;Nice;Bordeaux;1;1;D;1;0;H;;10;10;5;4;13;16;3;4;2;2;0;0
09/11/2019;Brest;Paris SG;1;2;A;0;1;A;;17;18;4;8;10;13;5;4;1;2;0;0
09/11/2019;Lille;Metz;0;0;D;0;0;D;;13;4;5;1;16;13;9;1;2;2;0;0
09/11/2019;Monaco;Dijon;1;0;H;1;0;H;;18;15;7;3;11;8;6;9;2;0;0;0
09/11/2019;Reims;Angers;0;0;D;0;0;D;;9;13;2;2;14;11;2;12;1;3;0;1
09/11/2019;Strasbourg;Nimes;4;1;H;2;0;H;;20;10;10;4;13;9;2;2;2;2;0;1
10/11/2019;Rennes;Amiens;3;1;H;1;1;D;;22;13;11;6;12;17;5;3;3;4;0;0
10/11/2019;Montpellier;Toulouse;3;0;H;1;0;H;;8;6;3;2;19;17;1;3;2;2;0;0
10/11/2019;Nantes;St Etienne;2;3;A;2;2;D;;9;11;6;4;6;9;3;3;1;0;0;0
10/11/2019;Marseille;Lyon;2;1;H;2;0;H;;10;11;4;4;14;9;6;7;3;0;1;0
22/11/2019;Paris SG;Lille;2;0;H;2;0;H;;11;13;4;8;13;11;6;5;2;0;0;0
23/11/2019;Lyon;Nice;2;1;H;2;0;H;;9;17;4;7;13;13;3;6;2;4;1;1
23/11/2019;Amiens;Strasbourg;0;4;A;0;1;A;;5;17;0;9;7;8;3;7;2;1;1;0
23/11/2019;Angers;Nimes;1;0;H;0;0;D;;21;10;7;2;12;6;3;2;2;1;0;0
23/11/2019;Brest;Nantes;1;1;D;0;1;A;;13;11;4;4;8;11;6;5;2;1;0;0
23/11/2019;Dijon;Rennes;2;1;H;0;0;D;;16;11;6;4;18;15;4;4;1;2;0;0
23/11/2019;Metz;Reims;1;1;D;0;1;A;;9;18;2;6;14;13;6;5;2;2;0;1
24/11/2019;Bordeaux;Monaco;2;1;H;1;1;D;;17;11;6;3;16;20;5;12;3;5;0;1
24/11/2019;St Etienne;Montpellier;0;0;D;0;0;D;;9;8;2;2;18;19;1;5;3;3;0;0
24/11/2019;Toulouse;Marseille;0;2;A;0;0;D;;10;14;3;7;16;13;1;7;3;3;1;0
29/11/2019;Marseille;Brest;2;1;H;0;0;D;;34;4;10;1;11;14;8;0;0;2;0;0
30/11/2019;Strasbourg;Lyon;1;2;A;1;1;D;;9;8;2;4;12;11;3;1;3;1;0;0
30/11/2019;Lille;Dijon;1;0;H;1;0;H;;19;8;5;0;16;16;11;3;2;1;0;0
30/11/2019;Montpellier;Amiens;4;2;H;1;1;D;;20;6;10;2;13;15;4;2;1;2;0;1
30/11/2019;Nice;Angers;3;1;H;1;1;D;;10;10;7;4;10;13;0;7;2;1;0;0
30/11/2019;Nimes;Metz;1;1;D;0;1;A;;14;10;3;4;12;19;6;2;1;6;0;0
30/11/2019;Reims;Bordeaux;1;1;D;0;1;A;;19;5;6;1;14;14;15;2;2;1;1;0
01/12/2019;Nantes;Toulouse;2;1;H;1;0;H;;21;7;8;3;15;15;10;4;1;3;0;1
01/12/2019;Rennes;St Etienne;2;1;H;1;1;D;;14;5;5;1;15;11;6;1;1;3;0;0
03/12/2019;Angers;Marseille;0;2;A;0;2;A;;9;10;2;4;11;11;3;1;1;1;0;0
03/12/2019;Bordeaux;Nimes;6;0;H;2;0;H;;12;7;8;1;14;13;0;6;2;1;0;0
03/12/2019;Brest;Strasbourg;5;0;H;2;0;H;;11;9;8;3;9;11;3;7;2;1;0;0
03/12/2019;Lyon;Lille;0;1;A;0;0;D;;11;8;3;2;13;9;9;1;1;2;0;0
04/12/2019;Dijon;Montpellier;2;2;D;1;2;A;;18;18;2;6;15;20;12;6;3;3;0;0
04/12/2019;Metz;Rennes;0;1;A;0;1;A;;20;12;4;2;13;8;8;8;2;0;0;0
04/12/2019;St Etienne;Nice;4;1;H;3;1;H;;15;16;7;4;15;11;8;5;2;3;0;0
04/12/2019;Toulouse;Monaco;1;2;A;1;1;D;;14;18;3;7;18;10;2;6;0;1;0;0
04/12/2019;Paris SG;Nantes;2;0;H;0;0;D;;10;11;6;4;11;14;5;9;1;2;0;0
06/12/2019;Lille;Brest;1;0;H;1;0;H;;16;6;10;0;10;9;7;3;0;1;0;0
06/12/2019;Nimes;Lyon;0;4;A;0;1;A;;6;22;2;8;10;15;1;5;2;2;2;0
07/12/2019;Montpellier;Paris SG;1;3;A;1;0;H;;6;14;1;5;17;18;4;4;5;3;1;0
07/12/2019;Monaco;Amiens;3;0;H;0;0;D;;20;5;8;2;10;8;8;1;0;0;0;0
07/12/2019;Nice;Metz;4;1;H;2;0;H;;14;18;5;3;8;13;2;4;0;2;0;0
07/12/2019;Rennes;Angers;2;1;H;1;0;H;;8;12;3;1;15;12;4;4;3;1;0;0
07/12/2019;Strasbourg;Toulouse;4;2;H;2;1;H;;18;14;7;9;10;7;3;5;0;1;0;0
08/12/2019;Reims;St Etienne;3;1;H;1;0;H;;10;11;3;4;10;14;1;2;2;2;0;0
08/12/2019;Nantes;Dijon;1;0;H;0;0;D;;17;5;6;1;12;14;9;1;1;2;0;0
08/12/2019;Marseille;Bordeaux;3;1;H;0;1;A;;25;3;6;2;10;9;7;0;2;1;0;0
13/12/2019;Lille;Montpellier;2;1;H;1;0;H;;14;10;9;4;13;15;4;5;3;1;0;0
14/12/2019;Metz;Marseille;1;1;D;1;0;H;;6;16;3;5;15;13;1;7;4;1;0;0
14/12/2019;Amiens;Dijon;1;1;D;1;1;D;;6;10;2;5;15;8;5;3;1;3;0;0
14/12/2019;Angers;Monaco;0;0;D;0;0;D;;10;7;5;2;16;15;7;6;4;3;0;0
14/12/2019;Brest;Nice;0;0;D;0;0;D;;16;15;4;7;13;11;5;6;3;2;0;0
14/12/2019;Nimes;Nantes;0;1;A;0;1;A;;16;10;4;5;17;21;9;3;0;3;0;0
14/12/2019;Toulouse;Reims;0;1;A;0;1;A;;9;10;5;4;17;14;4;8;0;2;0;0
15/12/2019;Bordeaux;Strasbourg;0;1;A;0;1;A;;13;7;3;4;12;13;5;7;3;2;0;0
15/12/2019;Lyon;Rennes;0;1;A;0;0;D;;10;12;3;6;20;15;5;7;3;3;0;0
15/12/2019;St Etienne;Paris SG;0;4;A;0;2;A;;11;21;2;13;4;9;5;2;1;1;1;0
21/12/2019;Dijon;Metz;2;2;D;2;1;H;;19;9;5;3;13;10;3;5;2;3;0;1
21/12/2019;Marseille;Nimes;3;1;H;0;0;D;;19;12;9;5;12;8;7;4;3;2;0;0
21/12/2019;Monaco;Lille;5;1;H;2;1;H;;15;9;6;4;10;15;5;6;5;1;1;0
21/12/2019;Montpellier;Brest;4;0;H;2;0;H;;17;17;6;4;12;15;3;2;1;1;0;0
21/12/2019;Nantes;Angers;1;2;A;1;0;H;;9;13;1;7;15;6;5;4;1;0;0;0
21/12/2019;Nice;Toulouse;3;0;H;3;0;H;;15;8;5;0;9;18;12;4;1;4;0;0
21/12/2019;Paris SG;Amiens;4;1;H;1;0;H;;22;8;10;3;16;10;7;3;0;1;0;0
21/12/2019;Reims;Lyon;1;1;D;1;1;D;;12;15;3;4;11;16;4;4;2;3;0;0
21/12/2019;Rennes;Bordeaux;1;0;H;0;0;D;;12;13;5;2;11;13;2;8;0;3;0;0
21/12/2019;Strasbourg;St Etienne;2;1;H;1;0;H;;5;6;3;1;16;13;2;7;3;2;0;0
10/01/2020;Rennes;Marseille;0;1;A;0;0;D;;9;10;2;4;15;17;4;1;2;5;0;0
11/01/2020;Bordeaux;Lyon;1;2;A;1;0;H;;5;22;2;6;12;12;5;4;1;3;0;0
11/01/2020;Amiens;Montpellier;1;2;A;1;0;H;;7;11;3;4;18;13;4;1;2;1;0;0
11/01/2020;Angers;Nice;1;1;D;1;1;D;;16;8;9;2;11;12;7;2;1;3;0;0
11/01/2020;Metz;Strasbourg;1;0;H;0;0;D;;9;14;4;3;12;16;1;6;1;2;0;0
11/01/2020;Nimes;Reims;2;0;H;1;0;H;;13;6;4;2;17;26;5;3;1;5;0;1
11/01/2020;Toulouse;Brest;2;5;A;2;1;H;;12;15;5;9;19;10;5;6;1;0;0;0
12/01/2020;St Etienne;Nantes;0;2;A;0;1;A;;10;11;1;4;14;10;2;1;2;1;0;0
12/01/2020;Dijon;Lille;1;0;H;0;0;D;;15;12;7;6;11;20;2;7;2;4;1;1
12/01/2020;Paris SG;Monaco;3;3;D;3;2;H;;13;16;6;6;6;9;7;7;0;3;0;0
15/01/2020;Amiens;Reims;1;1;D;0;1;A;;6;6;3;1;26;16;2;1;1;3;0;0
15/01/2020;Nimes;Rennes;0;1;A;0;0;D;;6;8;1;2;23;20;3;2;1;3;0;0
15/01/2020;Monaco;Paris SG;1;4;A;0;2;A;;13;17;4;12;9;14;3;5;2;3;0;0
24/01/2020;Nice;Rennes;1;1;D;0;0;D;;23;21;4;5;13;14;9;8;0;1;0;0
25/01/2020;Marseille;Angers;0;0;D;0;0;D;;9;4;2;0;17;13;4;2;1;2;0;0
25/01/2020;Brest;Amiens;2;1;H;0;0;D;;10;8;3;3;13;17;2;7;2;4;0;0
25/01/2020;Monaco;Strasbourg;1;3;A;0;1;A;;12;11;3;7;8;9;5;5;1;0;0;0
25/01/2020;Montpellier;Dijon;2;1;H;0;0;D;;16;6;5;2;16;15;3;1;2;2;0;1
25/01/2020;Reims;Metz;0;1;A;0;1;A;;16;7;2;4;11;9;11;1;1;1;0;0
25/01/2020;St Etienne;Nimes;2;1;H;2;1;H;;13;12;6;4;19;16;6;5;3;2;0;0
26/01/2020;Lyon;Toulouse;3;0;H;1;0;H;;13;10;5;4;8;5;8;2;0;1;0;0
26/01/2020;Nantes;Bordeaux;0;1;A;0;0;D;;7;11;0;2;11;14;0;2;3;2;1;0
26/01/2020;Lille;Paris SG;0;2;A;0;1;A;;9;12;2;5;20;10;6;3;3;1;0;0
31/01/2020;Rennes;Nantes;3;2;H;0;0;D;;13;8;9;5;13;17;5;5;5;4;0;0
01/02/2020;Paris SG;Montpellier;5;0;H;3;0;H;;20;6;9;2;16;16;12;2;4;4;0;2
01/02/2020;Amiens;Toulouse;0;0;D;0;0;D;;9;12;4;1;14;15;8;4;3;2;0;0
